"a","b"
"1.5","8780"
"2.01","8780"
"1.34","8780"
"1.04","8785"
"1.12","8788"
"1.25","8789"
"1.64","8794"
"1.21","8796"
"1.71","8800"
"1.17","8803"
"2.74","8807"
"1.54","8808"
"1.43","8809"
"1.41","8812"
"1.73","8816"
"1.31","8818"
"1.02","8818"
"1.75","8820"
"1.5","8827"
"1.52","8828"
"1.84","8828"
"1.21","8829"
"1.6","8829"
"1.25","8830"
"1.22","8830"
"1.56","8831"
"1.71","8831"
"1.66","8831"
"1.64","8835"
"1.77","8840"
"1.29","8842"
"1.13","8843"
"1.41","8846"
"1.02","8847"
"1.54","8848"
"1.01","8849"
"1.05","8850"
"1.3","8854"
"1.46","8855"
"1.03","8860"
"1.15","8863"
"1.62","8865"
"2","8870"
"1.08","8873"
"1.39","8874"
"1.36","8877"
"1.21","8877"
"1.53","8879"
"1.6","8886"
"1.25","8887"
"1.29","8887"
"1.58","8887"
"1.71","8887"
"1.01","8888"
"1.13","8889"
"1.78","8889"
"1.5","8891"
"1.54","8893"
"1.06","8893"
"1.07","8895"
"1.74","8896"
"1.63","8900"
"1.72","8900"
"1.66","8901"
"1.15","8903"
"1.3","8915"
"1.04","8921"
"1.31","8922"
"1.39","8925"
"1.36","8927"
"1.28","8928"
"1.21","8928"
"1.25","8929"
"1.53","8930"
"1.34","8930"
"1.5","8931"
"1.06","8931"
"1.1","8932"
"1.58","8936"
"1.02","8940"
"1.26","8941"
"1.01","8943"
"1.04","8946"
"1.17","8947"
"2.01","8949"
"1.22","8950"
"1.39","8951"
"1.33","8953"
"1.14","8953"
"1.56","8954"
"1.64","8954"
"1.3","8954"
"1.12","8962"
"1.54","8969"
"1.43","8969"
"1.22","8975"
"1.53","8975"
"1.61","8975"
"1.01","8976"
"1.1","8977"
"1.36","8977"
"1.4","8977"
"0.9","8979"
"1.31","8979"
"1.55","8981"
"1.05","8982"
"1.21","8983"
"1.25","8983"
"1.5","8988"
"1.02","8990"
"1.12","8991"
"1.04","8998"
"1.08","8998"
"1.15","9013"
"1.16","9023"
"1.21","9026"
"1.55","9027"
"1.52","9028"
"1.5","9028"
"1.13","9030"
"1.25","9030"
"1.26","9032"
"1.28","9032"
"1.6","9032"
"1.05","9032"
"1.62","9034"
"1.08","9035"
"2.16","9036"
"1.58","9037"
"1.15","9037"
"1.91","9038"
"1.04","9039"
"1.01","9040"
"1.02","9043"
"1.37","9046"
"1.1","9050"
"1.3","9051"
"1.76","9053"
"1.54","9055"
"2.28","9068"
"1.78","9071"
"2.25","9072"
"1.17","9075"
"1.01","9076"
"1.57","9077"
"1.07","9077"
"1.26","9078"
"2.17","9078"
"1.54","9081"
"1.59","9082"
"1.06","9082"
"1.31","9085"
"1.29","9086"
"1.41","9088"
"1.63","9090"
"1.14","9090"
"1.18","9095"
"2.02","9095"
"1.02","9103"
"1.5","9104"
"1.53","9104"
"1.73","9105"
"1.21","9107"
"1.25","9111"
"1.04","9115"
"1.71","9116"
"1.3","9120"
"1.79","9122"
"1.66","9123"
"1.12","9126"
"1.34","9127"
"1.53","9129"
"1.04","9131"
"1.49","9132"
"1.25","9133"
"1.18","9137"
"1.2","9138"
"1.05","9138"
"1.01","9139"
"1.71","9139"
"1.61","9141"
"1.64","9144"
"1.16","9146"
"1.1","9148"
"1.5","9157"
"1.26","9158"
"1.73","9165"
"1.22","9166"
"1.08","9168"
"1.54","9171"
"1.21","9176"
"1.58","9176"
"1.01","9176"
"1.53","9176"
"1.07","9177"
"1.36","9178"
"0.9","9182"
"1.18","9188"
"1.24","9188"
"2","9193"
"1.54","9193"
"1.14","9193"
"1.71","9193"
"1.63","9199"
"1.22","9203"
"1.17","9205"
"1.02","9205"
"1.79","9205"
"1.04","9205"
"1.73","9207"
"1.74","9208"
"1.59","9209"
"1.13","9214"
"1.1","9215"
"1.3","9216"
"1.45","9216"
"1.64","9224"
"1.6","9229"
"1.24","9230"
"1.56","9231"
"1.01","9231"
"1.3","9232"
"1.34","9233"
"1.52","9234"
"1.5","9236"
"1.04","9236"
"1.26","9236"
"1.29","9243"
"1.02","9246"
"1.16","9248"
"1.64","9251"
"1.18","9252"
"1.7","9253"
"1.35","9253"
"1.41","9254"
"1.63","9256"
"1.1","9257"
"1.05","9257"
"1.14","9259"
"1.22","9261"
"1.11","9261"
"1.19","9263"
"1.73","9266"
"1.6","9275"
"1.69","9275"
"1.3","9275"
"1.7","9276"
"1.07","9276"
"1.42","9278"
"1.5","9278"
"1.53","9278"
"1.21","9279"
"1.36","9279"
"1.04","9281"
"1.09","9282"
"1.25","9282"
"1.54","9285"
"1.02","9286"
"1.17","9289"
"1.58","9290"
"1.22","9292"
"1.73","9292"
"1.34","9293"
"1.01","9294"
"1.57","9295"
"2","9296"
"1.31","9296"
"1.39","9298"
"1.11","9299"
"1.18","9304"
"1.65","9314"
"1.76","9314"
"1.14","9316"
"1.17","9326"
"1.53","9328"
"1.7","9330"
"1.21","9331"
"1.31","9331"
"1.13","9333"
"1.24","9333"
"1.29","9335"
"1.58","9335"
"1.76","9336"
"1.5","9336"
"1.22","9339"
"1.61","9341"
"1.1","9343"
"1.94","9344"
"1.57","9346"
"1","9354"
"1.62","9355"
"1.54","9359"
"1.07","9361"
"1.18","9366"
"1.25","9376"
"1.6","9376"
"1.11","9377"
"1.15","9377"
"1.71","9380"
"1.54","9383"
"1.21","9383"
"1.5","9384"
"1.53","9384"
"1.26","9399"
"1.8","9399"
"1.34","9401"
"1.57","9404"
"1.32","9408"
"1.01","9412"
"1.03","9413"
"1.16","9419"
"1.65","9425"
"1.57","9428"
"1.77","9428"
"1.27","9431"
"1.16","9432"
"1.06","9433"
"2.03","9435"
"2","9435"
"1.61","9439"
"1.13","9440"
"1.21","9442"
"1.53","9442"
"1.7","9444"
"1.42","9447"
"1.5","9450"
"1.43","9450"
"1.01","9451"
"1.54","9452"
"1.15","9457"
"1.58","9457"
"1.35","9462"
"1.04","9465"
"1.23","9471"
"2","9475"
"1.22","9475"
"1.21","9475"
"1.53","9476"
"1.24","9478"
"1.57","9478"
"1.5","9479"
"1.01","9479"
"2.04","9482"
"1.05","9483"
"1.1","9486"
"1.28","9489"
"1.73","9494"
"1.61","9494"
"1.02","9498"
"1.63","9504"
"0.3","626"
"0.42","626"
"0.38","626"
"0.37","626"
"0.35","626"
"0.33","626"
"1.04","9505"
"1.13","9507"
"1.14","9516"
"1.18","9516"
"1.39","9519"
"1.63","9526"
"1.16","9526"
"1.76","9526"
"1.53","9527"
"1.21","9529"
"1.57","9530"
"1.54","9530"
"1.08","9532"
"1.5","9533"
"1.18","9537"
"1.13","9539"
"1.9","9540"
"1.3","9540"
"1.42","9542"
"1.24","9547"
"1.06","9547"
"1.28","9547"
"1.6","9548"
"2","9549"
"1.02","9550"
"1.72","9551"
"1.49","9552"
"1.04","9552"
"1.22","9568"
"1.32","9571"
"1.53","9576"
"1.5","9576"
"1.32","9580"
"1.37","9580"
"1.76","9580"
"1.22","9581"
"1.71","9586"
"1.25","9586"
"1.2","9586"
"1.02","9596"
"1.03","9598"
"1.54","9600"
"1.56","9600"
"1.62","9604"
"1.73","9607"
"2","9610"
"1.61","9611"
"1.12","9612"
"1.06","9624"
"1.67","9625"
"1.52","9627"
"1.01","9627"
"1.17","9630"
"1.64","9632"
"1.22","9633"
"1.12","9634"
"0.91","9636"
"1.1","9641"
"1.21","9641"
"1.5","9645"
"1.06","9645"
"1.02","9645"
"1.18","9648"
"2.03","9651"
"1.44","9653"
"2.01","9658"
"1.77","9659"
"1.54","9659"
"1.23","9660"
"2.68","9665"
"1.2","9677"
"1.45","9677"
"1.53","9678"
"1.06","9680"
"1.07","9681"
"1.6","9681"
"1.71","9682"
"1.33","9682"
"1.63","9683"
"1.57","9683"
"1.04","9691"
"1.65","9693"
"1.25","9694"
"1.13","9694"
"1.5","9697"
"1.77","9704"
"1.22","9706"
"1.18","9709"
"1.01","9711"
"2.43","9716"
"1.26","9720"
"2.01","9725"
"2.04","9727"
"1.53","9727"
"2.02","9728"
"1.02","9728"
"1.35","9729"
"1.63","9730"
"1.5","9730"
"1.11","9734"
"1.34","9735"
"1.01","9735"
"1.25","9738"
"1.21","9744"
"1.71","9745"
"1.41","9752"
"1.22","9756"
"1.55","9763"
"1.96","9769"
"1.46","9770"
"1.58","9774"
"1.58","9775"
"1.7","9777"
"1.21","9779"
"1.53","9780"
"2.01","9781"
"1.17","9781"
"1.5","9783"
"1.56","9784"
"1.6","9784"
"1.05","9784"
"1.1","9786"
"1.24","9788"
"0.41","627"
"0.29","627"
"0.5","627"
"2.06","9789"
"1.65","9791"
"1.86","9791"
"1.88","9791"
"1.13","9792"
"1.33","9797"
"1.03","9798"
"1.26","9802"
"2.04","9802"
"1.07","9808"
"1.01","9810"
"1.63","9819"
"1.54","9821"
"3.11","9823"
"1.5","9827"
"1.53","9831"
"1.08","9831"
"1.64","9836"
"1.23","9836"
"1.3","9837"
"1.05","9843"
"1.7","9845"
"1.1","9845"
"1.21","9846"
"1.57","9847"
"2.05","9850"
"2.02","9853"
"1.6","9856"
"1","9867"
"1.13","9870"
"1.02","9870"
"1.36","9874"
"1.57","9875"
"1.33","9876"
"1.53","9877"
"1.21","9878"
"1.5","9878"
"1.74","9880"
"1.04","9881"
"1.71","9881"
"1.66","9882"
"1.24","9885"
"1.18","9886"
"1.76","9890"
"1.34","9890"
"1.26","9896"
"1.6","9900"
"1.16","9901"
"1.1","9901"
"1.01","9901"
"2.04","9905"
"1.3","9909"
"1.22","9920"
"3.01","9925"
"1.5","9926"
"1.54","9926"
"1.01","9930"
"1.25","9930"
"1.11","9931"
"1.03","9932"
"1.17","9934"
"1.21","9935"
"1.53","9936"
"1.71","9939"
"1.61","9946"
"1.22","9954"
"1.87","9955"
"1.56","9959"
"1.15","9967"
"2.06","9967"
"1.65","9970"
"1.58","9973"
"1.76","9974"
"1.53","9979"
"1.8","9979"
"1.33","9979"
"1.02","9980"
"1.21","9987"
"1.5","9987"
"1.25","9996"
"1.7","9996"
"1.06","9997"
"1.54","9998"
"1.26","9999"
"2.01","9999"
"1.04","10003"
"1.01","10011"
"1.6","10011"
"1.35","10012"
"1.13","10016"
"1.12","10028"
"1.27","10028"
"1.02","10029"
"1.66","10030"
"1.03","10032"
"1.53","10032"
"1.24","10033"
"1.54","10036"
"1.5","10036"
"1.22","10038"
"1.3","10038"
"1.6","10039"
"2.09","10042"
"1.83","10043"
"1.08","10043"
"1.77","10043"
"1","10046"
"1.2","10053"
"1.71","10055"
"1.89","10055"
"1.09","10065"
"1.34","10070"
"1.31","10071"
"2.52","10076"
"1.53","10076"
"1.26","10076"
"1.73","10076"
"1.61","10078"
"1.21","10079"
"1.5","10080"
"1.17","10082"
"1.71","10084"
"1.74","10085"
"1.82","10090"
"1.3","10090"
"1.57","10090"
"1.07","10093"
"1.33","10094"
"1.49","10096"
"1.75","10098"
"1.22","10100"
"1.64","10102"
"1.8","10107"
"1.09","10111"
"1.58","10112"
"1","10113"
"1.25","10113"
"1.28","10126"
"1.43","10129"
"1.53","10129"
"1.04","10130"
"1.07","10133"
"1.67","10134"
"1.5","10134"
"1.01","10134"
"1.87","10137"
"1.21","10137"
"1.24","10138"
"1.11","10141"
"1.1","10144"
"1.57","10149"
"1.68","10151"
"1.31","10155"
"1.8","10161"
"1.83","10162"
"1.54","10164"
"1.7","10165"
"1.61","10165"
"1.21","10177"
"2.19","10179"
"1.53","10180"
"1.01","10181"
"2.02","10181"
"2.09","10182"
"2.01","10184"
"1.24","10185"
"1.35","10193"
"1.09","10196"
"1.58","10197"
"1.61","10197"
"1.57","10200"
"1.27","10203"
"1.08","10204"
"1.5","10206"
"1.12","10211"
"1.63","10216"
"1.54","10219"
"1.3","10221"
"1.22","10221"
"1.37","10226"
"1.13","10228"
"1.52","10232"
"1.21","10232"
"1.61","10236"
"1.16","10241"
"1.31","10243"
"1.09","10246"
"1.7","10255"
"1.34","10255"
"1.5","10256"
"1.14","10258"
"1.04","10264"
"1.07","10266"
"1.72","10268"
"1.74","10270"
"1.57","10275"
"1.25","10276"
"1.53","10277"
"1.61","10278"
"1.54","10279"
"1.63","10281"
"2.04","10282"
"1.21","10283"
"1.01","10283"
"1.26","10284"
"1.08","10288"
"1.5","10291"
"1.46","10302"
"1.12","10305"
"2.14","10306"
"1.18","10308"
"1.71","10309"
"1.4","10311"
"1.86","10312"
"1.15","10313"
"1.09","10314"
"1.04","10314"
"1.69","10317"
"1.27","10321"
"1.13","10327"
"1.1","10329"
"1.53","10330"
"1.7","10331"
"1.57","10331"
"1.5","10332"
"1.21","10335"
"1.58","10338"
"1.66","10338"
"1.42","10338"
"2.18","10340"
"1.61","10340"
"1.29","10341"
"1.01","10341"
"1.17","10342"
"1.23","10342"
"1.65","10349"
"1.54","10349"
"1.04","10350"
"1.4","10351"
"1.63","10357"
"1.31","10359"
"1.26","10367"
"1.7","10377"
"1.4","10378"
"1.21","10378"
"1.37","10378"
"1.5","10380"
"1.56","10384"
"1.02","10384"
"1.1","10387"
"1.24","10388"
"2.01","10389"
"1.27","10389"
"1.53","10392"
"1.13","10396"
"1.01","10407"
"1.32","10409"
"2.02","10412"
"1.43","10419"
"2.77","10424"
"1.4","10427"
"1.5","10428"
"1.58","10428"
"1.53","10428"
"1.71","10428"
"1.75","10429"
"1.21","10430"
"1.34","10431"
"1.25","10435"
"2.63","10437"
"1.29","10437"
"1.16","10439"
"1.11","10443"
"1.14","10446"
"1.57","10447"
"1.01","10453"
"1.07","10453"
"3.05","10453"
"1.36","10455"
"2.1","10457"
"1.09","10463"
"1.54","10466"
"2.46","10470"
"1.6","10471"
"1.39","10476"
"1.01","10476"
"1.72","10477"
"1.61","10477"
"1.5","10478"
"1.63","10479"
"1.57","10481"
"1.21","10482"
"2.01","10483"
"1.52","10485"
"1.24","10485"
"1.1","10487"
"1.22","10494"
"1.69","10497"
"1.7","10501"
"1.14","10512"
"1.04","10515"
"1.54","10518"
"2.01","10528"
"1.29","10530"
"1.71","10534"
"1.57","10536"
"1.22","10538"
"1.04","10539"
"1.33","10539"
"1.59","10542"
"1.5","10543"
"1.58","10546"
"1.53","10546"
"1.15","10546"
"1.66","10553"
"1.21","10556"
"1.26","10556"
"1.64","10562"
"1.01","10562"
"1.62","10567"
"1.23","10572"
"1.86","10572"
"1.32","10575"
"1.53","10576"
"1.1","10577"
"1","10577"
"2.02","10577"
"3.02","10577"
"1.02","10580"
"1.61","10580"
"1.2","10580"
"1.24","10580"
"1.79","10581"
"1.41","10581"
"1.5","10584"
"1.7","10589"
"1.69","10600"
"1.35","10602"
"1.11","10602"
"1.03","10607"
"1.58","10608"
"1.43","10609"
"1.29","10614"
"1.75","10619"
"1.22","10622"
"1.5","10626"
"1.53","10628"
"2.63","10628"
"1.32","10631"
"1.57","10633"
"1.75","10635"
"1.25","10636"
"1.35","10639"
"2.01","10640"
"1.02","10641"
"1.15","10644"
"1.6","10646"
"1.3","10654"
"1.27","10656"
"1.79","10658"
"2.22","10662"
"1.7","10662"
"1.09","10663"
"2.02","10666"
"1.78","10666"
"1.62","10669"
"1.26","10669"
"1.71","10680"
"1.63","10680"
"1.5","10681"
"1.75","10681"
"1.17","10681"
"1.68","10681"
"1.57","10682"
"1.59","10685"
"1.21","10685"
"1.53","10685"
"2.01","10685"
"1.01","10688"
"1.66","10691"
"1.54","10694"
"1.72","10697"
"1.1","10701"
"1.82","10701"
"1.14","10703"
"1.26","10709"
"1.04","10709"
"1.83","10709"
"1.02","10710"
"1.31","10711"
"1.28","10716"
"2.38","10716"
"1.22","10719"
"1.24","10724"
"1.44","10725"
"1.29","10727"
"1.75","10727"
"1.56","10728"
"0.45","629"
"2.06","10728"
"1.53","10729"
"1.78","10730"
"1.23","10730"
"1.5","10730"
"1.01","10732"
"1.33","10732"
"1.64","10733"
"1.42","10735"
"1.67","10736"
"1.58","10738"
"1.54","10740"
"1.13","10742"
"1.19","10748"
"1.73","10749"
"1.59","10752"
"2.01","10752"
"1.15","10757"
"3.01","10761"
"1.3","10763"
"1.34","10771"
"1.02","10773"
"1.5","10777"
"1.71","10778"
"1.29","10780"
"1.53","10781"
"1.14","10786"
"1.2","10786"
"1.04","10787"
"1.26","10787"
"1.01","10789"
"1.4","10790"
"1.61","10793"
"1.35","10796"
"1.86","10798"
"1.68","10800"
"1.45","10800"
"1.67","10802"
"1.16","10809"
"1.62","10813"
"1.32","10814"
"1.74","10823"
"1.22","10823"
"2.02","10826"
"1.55","10827"
"1.53","10827"
"1.59","10832"
"2","10833"
"1.23","10835"
"1.68","10838"
"1.28","10839"
"1.2","10846"
"1.65","10847"
"1.35","10850"
"1.16","10850"
"1.38","10850"
"1.01","10852"
"1.7","10853"
"1.1","10861"
"3","10863"
"1.02","10867"
"1.5","10868"
"1.72","10869"
"1.05","10872"
"1.74","10874"
"1.14","10878"
"2.03","10879"
"1.57","10880"
"1.53","10884"
"1.9","10885"
"1.26","10886"
"1.5","10886"
"1.01","10887"
"2.01","10887"
"1.22","10888"
"1.2","10891"
"1.61","10891"
"1.76","10896"
"1.54","10897"
"1.63","10901"
"1.16","10907"
"1.7","10910"
"2.24","10913"
"2.32","10913"
"1.05","10915"
"1.32","10919"
"1.58","10920"
"1.29","10923"
"1.37","10927"
"1.01","10927"
"1.5","10929"
"1.71","10929"
"1.64","10929"
"1.3","10930"
"1.57","10930"
"1.2","10931"
"1.14","10933"
"1.58","10934"
"1.53","10935"
"1.91","10937"
"1.61","10942"
"1.25","10946"
"1.12","10949"
"1.54","10954"
"1.31","10957"
"1.73","10957"
"1.02","10967"
"1.44","10967"
"1.41","10976"
"2.01","10976"
"1.33","10977"
"1.54","10977"
"1.56","10980"
"1.21","10982"
"1.25","10983"
"1.04","10984"
"1.5","10989"
"1.01","10993"
"1.52","10993"
"1.66","10993"
"1.06","10995"
"1.6","10996"
"1.27","11002"
"1.71","11003"
"1.22","11003"
"1.37","11009"
"1.07","11019"
"1.63","11019"
"1.74","11020"
"1.53","11028"
"1.02","11028"
"1.44","11032"
"1.71","11032"
"2","11036"
"1.87","11037"
"1.57","11039"
"1.23","11040"
"2.06","11040"
"1.61","11045"
"1.74","11050"
"2.3","11051"
"1.13","11051"
"1.2","11053"
"1.01","11057"
"2.02","11059"
"1.47","11060"
"1.3","11061"
"1.53","11075"
"1.63","11078"
"1.5","11079"
"1.32","11079"
"1.25","11081"
"1.01","11082"
"1.69","11086"
"2.2","11088"
"1.61","11090"
"1.71","11091"
"2.09","11094"
"2.01","11096"
"1.57","11103"
"1.18","11104"
"1.22","11104"
"2.25","11104"
"1.87","11105"
"1.54","11107"
"1.41","11109"
"1.34","11109"
"1.58","11110"
"1.75","11113"
"1.47","11113"
"1.13","11115"
"1.02","11116"
"2.34","11119"
"2.02","11119"
"1.16","11120"
"1.53","11127"
"1.5","11128"
"1.02","11128"
"1.24","11130"
"1.3","11130"
"1.1","11132"
"1.36","11132"
"1.71","11133"
"1.31","11136"
"1.67","11146"
"1.57","11146"
"1.28","11147"
"1.68","11147"
"2.2","11147"
"1.61","11149"
"1.77","11150"
"1.62","11152"
"1.01","11154"
"2.01","11156"
"1.64","11159"
"2.02","11165"
"1.08","11166"
"2.03","11172"
"1.23","11175"
"1.21","11175"
"1.3","11175"
"1.53","11176"
"1.76","11177"
"1.54","11177"
"1.32","11177"
"1.5","11179"
"1.62","11180"
"1.71","11180"
"1.18","11184"
"2.01","11188"
"1.61","11189"
"2.06","11190"
"1.74","11194"
"1.06","11195"
"1.29","11197"
"1.38","11205"
"1.14","11206"
"2.04","11209"
"1","11214"
"1.26","11218"
"2.34","11221"
"1.72","11226"
"1.14","11226"
"2.26","11226"
"1.71","11227"
"1.53","11229"
"1.24","11231"
"1.5","11233"
"1.1","11233"
"2.06","11234"
"1.31","11237"
"2.36","11238"
"1.28","11248"
"1.67","11248"
"1.39","11248"
"1.59","11251"
"2","11255"
"1.58","11262"
"1.41","11262"
"1.78","11262"
"1.04","11269"
"1.57","11272"
"2.04","11276"
"1.04","11279"
"1.53","11280"
"1.56","11284"
"1.38","11286"
"1.61","11294"
"1.5","11294"
"1.58","11294"
"1.2","11301"
"1.43","11302"
"1.65","11305"
"2.01","11312"
"2.08","11313"
"1.37","11314"
"2.02","11314"
"1.7","11322"
"1.26","11323"
"1.81","11329"
"1.11","11330"
"1.59","11333"
"1.53","11333"
"1.54","11333"
"1.03","11335"
"2.06","11337"
"1.67","11341"
"1.56","11345"
"1.41","11347"
"1.62","11351"
"1.71","11351"
"1.5","11352"
"2","11355"
"1.72","11360"
"1.58","11365"
"1.28","11372"
"1.25","11376"
"1.53","11379"
"2.03","11379"
"1.58","11380"
"1.04","11382"
"1.5","11385"
"1.01","11387"
"1.13","11387"
"1.33","11389"
"1.71","11389"
"2.02","11390"
"1.3","11392"
"1.21","11395"
"2.01","11400"
"1.67","11400"
"1.28","11401"
"1.83","11406"
"1.57","11415"
"1.18","11415"
"1.86","11416"
"1.05","11417"
"1.02","11420"
"1.62","11427"
"1.58","11428"
"1.57","11428"
"1.18","11430"
"1.23","11430"
"1.71","11431"
"1.53","11434"
"1.07","11434"
"1.42","11434"
"1.21","11435"
"1.6","11437"
"1.5","11442"
"1.01","11442"
"1.91","11447"
"1.72","11455"
"1.31","11459"
"1.81","11460"
"2.02","11463"
"2.03","11472"
"2.16","11473"
"1.07","11475"
"2.02","11475"
"1.13","11477"
"1.28","11478"
"1.01","11480"
"1.52","11480"
"1.7","11481"
"1.5","11484"
"2","11486"
"1.54","11487"
"1.6","11489"
"1.58","11491"
"1.43","11498"
"2.07","11500"
"1.02","11500"
"2.29","11502"
"1.25","11503"
"1.04","11511"
"1.06","11518"
"1.4","11519"
"1.86","11520"
"2.19","11522"
"1.57","11522"
"1.53","11525"
"2.01","11526"
"1.58","11526"
"1.54","11527"
"1.38","11527"
"1.21","11530"
"1.56","11531"
"1.31","11531"
"1.5","11533"
"1.23","11534"
"1.63","11534"
"1.6","11537"
"1.03","11538"
"3","11548"
"1.14","11549"
"1.1","11550"
"1.73","11554"
"1.71","11559"
"1.02","11573"
"1.57","11575"
"1.76","11576"
"2.09","11576"
"1.5","11577"
"1.63","11578"
"2.18","11579"
"1.52","11580"
"1.28","11580"
"1.4","11584"
"1.32","11584"
"1.44","11588"
"1.25","11589"
"2.72","11594"
"2.01","11600"
"1.7","11605"
"1.02","11605"
"1.58","11610"
"1.03","11611"
"1.59","11613"
"1.61","11627"
"1.52","11628"
"1.56","11628"
"1.1","11631"
"1.54","11632"
"1.3","11633"
"2.01","11635"
"1.5","11638"
"1.72","11638"
"2.33","11638"
"1.34","11640"
"1.13","11641"
"1.79","11643"
"1.41","11644"
"1.37","11649"
"1.45","11650"
"1.14","11654"
"1.75","11655"
"1.01","11661"
"2.11","11663"
"3.65","11668"
"1.03","11677"
"1.67","11678"
"1.53","11681"
"1.73","11688"
"1.5","11688"
"1.57","11702"
"2.01","11703"
"1.25","11705"
"1.54","11708"
"1.71","11709"
"1.65","11712"
"2.02","11715"
"1.59","11716"
"1.16","11717"
"1.63","11721"
"1.76","11722"
"1.22","11723"
"1.39","11726"
"1.22","11730"
"1.62","11733"
"1.14","11737"
"1.71","11737"
"1.55","11738"
"1.52","11739"
"2.06","11746"
"1.5","11748"
"2.19","11756"
"2.02","11757"
"1.02","11765"
"1.01","11767"
"0.25","633"
"1.54","11769"
"1.36","11774"
"1.71","11775"
"1.53","11776"
"2.01","11780"
"1.68","11781"
"1.83","11782"
"1.58","11786"
"1.54","11790"
"1.36","11793"
"1.56","11794"
"1.5","11795"
"1.77","11796"
"1.6","11796"
"1.27","11797"
"1.06","11815"
"1.41","11817"
"2.1","11818"
"2.04","11820"
"1.65","11823"
"2.01","11825"
"1.53","11826"
"1.61","11826"
"1.22","11830"
"2.45","11830"
"1.06","11837"
"1.2","11839"
"1.27","11840"
"1.73","11843"
"1.69","11843"
"1.71","11844"
"1.14","11844"
"1.55","11846"
"1.09","11846"
"1.36","11848"
"2.08","11851"
"1.46","11851"
"1.3","11853"
"1.81","11854"
"2.06","11854"
"1.5","11855"
"1.42","11861"
"1.65","11864"
"1.67","11867"
"1.5","11878"
"1.22","11880"
"1.2","11883"
"1.83","11883"
"1.17","11886"
"2.08","11886"
"1.7","11888"
"1.09","11888"
"1.68","11888"
"1.54","11897"
"2.01","11899"
"1.56","11901"
"1.52","11904"
"1.27","11905"
"1.18","11906"
"1.01","11923"
"2.1","11923"
"1.6","11926"
"1.58","11927"
"1.23","11927"
"1.5","11933"
"1.52","11934"
"2.01","11935"
"1.56","11943"
"1.36","11946"
"1.05","11946"
"2.1","11946"
"1.8","11948"
"2.03","11951"
"1.34","11955"
"1.71","11958"
"2.02","11962"
"1.63","11963"
"1.77","11965"
"1.73","11969"
"2.24","11970"
"1.82","11971"
"1.27","11973"
"1.31","11975"
"2","11975"
"1.67","11975"
"1.57","11976"
"1.53","11979"
"2.15","11985"
"2.4","11988"
"1.63","11990"
"1.5","12000"
"1.75","12012"
"1.11","12016"
"2.03","12021"
"1.61","12028"
"2.12","12030"
"1.5","12030"
"1.7","12030"
"1.02","12030"
"1.07","12031"
"1.74","12032"
"1.22","12036"
"1.52","12038"
"1.54","12044"
"2.01","12048"
"1.06","12053"
"1.73","12058"
"1.24","12059"
"1.28","12061"
"1.76","12063"
"2.09","12063"
"1.26","12066"
"2.5","12071"
"1.68","12075"
"2.04","12078"
"1.73","12079"
"1.22","12081"
"1.82","12081"
"1.57","12082"
"2.01","12084"
"1.61","12084"
"1.53","12085"
"1.64","12089"
"1.44","12093"
"2.02","12094"
"1.32","12094"
"2.54","12095"
"1.08","12098"
"1.7","12099"
"2.18","12099"
"1.18","12100"
"1.28","12100"
"2.15","12100"
"1.21","12111"
"2.06","12119"
"2.1","12121"
"1.75","12127"
"2.12","12140"
"1.52","12141"
"1.56","12146"
"1.5","12148"
"1.13","12150"
"1.46","12151"
"2.03","12154"
"1.63","12155"
"1.59","12157"
"1.9","12165"
"2.1","12168"
"1.74","12168"
"2","12168"
"1.58","12170"
"1.54","12171"
"1.18","12175"
"1.5","12179"
"2.11","12179"
"2.08","12179"
"2.01","12182"
"1.52","12182"
"1.09","12185"
"1.62","12186"
"1.71","12190"
"1.15","12193"
"1.54","12195"
"1.4","12196"
"2.1","12196"
"1.8","12196"
"1.65","12199"
"1.11","12200"
"0.26","635"
"1.56","12207"
"1.37","12207"
"1.33","12209"
"1.28","12210"
"1.6","12210"
"2.21","12215"
"2.18","12220"
"1.56","12226"
"2.11","12226"
"1.53","12228"
"1.7","12228"
"2.01","12229"
"1.21","12230"
"1.61","12231"
"1.26","12237"
"1.75","12238"
"1.91","12244"
"1.66","12244"
"1.5","12247"
"1.72","12248"
"1.33","12255"
"1.46","12261"
"1.13","12261"
"2.02","12267"
"2.03","12268"
"2.31","12269"
"1.05","12273"
"1.63","12282"
"1.52","12283"
"2.12","12284"
"1.28","12285"
"2.36","12286"
"1.76","12288"
"2.09","12295"
"1.59","12297"
"3.24","12300"
"1.57","12304"
"1.54","12308"
"1.5","12308"
"2","12308"
"2.1","12308"
"1.8","12308"
"1.7","12311"
"1.16","12314"
"1.05","12315"
"2.3","12316"
"2.17","12321"
"2.21","12327"
"1.67","12327"
"2.02","12332"
"1.58","12334"
"1.52","12336"
"2.01","12338"
"1.8","12338"
"1.71","12338"
"1.88","12339"
"2.04","12341"
"1.37","12342"
"1.5","12342"
"1.33","12342"
"1.6","12343"
"2.13","12356"
"1.72","12360"
"1.76","12361"
"1.74","12361"
"2.38","12364"
"2.31","12369"
"1.55","12373"
"1.21","12375"
"2.18","12377"
"2.09","12377"
"1.6","12378"
"1.77","12378"
"1.83","12379"
"2.05","12380"
"2.1","12381"
"1.53","12386"
"2.01","12388"
"1.5","12389"
"1.11","12390"
